"Nombre","CodigoBarra","Categoria","FechaCaducidad","Marca","Precio","Stock"
"Galleta Maria v8","7500000000691","Panaderia","2026-05-08","Bimbo",31.75,179
"Galleta Chocolate v8","7500000000692","Panaderia","2028-12-22","Marinela",14.68,490
"Galleta Avena v8","7500000000693","Panaderia","2026-01-16","Wonder",29.26,318
"Dona Azucar v8","7500000000694","Panaderia","2025-09-03","Silueta",19.86,13
"Cuernito v8","7500000000695","Panaderia","2025-02-25","Pan Ideal",22.07,334
"Concha v8","7500000000696","Panaderia","2027-08-20","Bimbo",38.27,20
"Pan Blanco v9","7500000000697","Panaderia","2028-02-18","Marinela",34.50,147
"Pan Integral v9","7500000000698","Panaderia","2027-02-24","Wonder",39.96,143
"Pan Centeno v9","7500000000699","Panaderia","2025-03-12","Silueta",25.78,460
"Bolillo v9","7500000000700","Panaderia","2026-10-18","Pan Ideal",32.42,373
"Detergente Polvo","7500000000701","Limpieza","2025-04-20","Fabuloso",68.19,430
"Detergente Liquido","7500000000702","Limpieza","2027-08-15","Pinol",19.61,145
"Suavizante","7500000000703","Limpieza","2028-02-08","Ajax",49.12,206
"Cloro","7500000000704","Limpieza","2027-07-05","Clorox",38.62,184
"Limpiador Multiusos","7500000000705","Limpieza","2028-05-22","Ariel",43.08,89
"Limpiavidrios","7500000000706","Limpieza","2028-03-12","Fabuloso",71.03,303
"Jabon Trastes","7500000000707","Limpieza","2028-10-02","Pinol",23.07,305
"Esponja Fibra","7500000000708","Limpieza","2028-01-28","Ajax",79.93,36
"Cubeta","7500000000709","Limpieza","2027-03-12","Clorox",45.09,435
"Escoba","7500000000710","Limpieza","2025-03-20","Ariel",27.05,159
"Trapeador","7500000000711","Limpieza","2025-08-09","Fabuloso",23.85,420
"Bolsa Basura","7500000000712","Limpieza","2028-05-25","Pinol",58.36,21
"Detergente Polvo v2","7500000000713","Limpieza","2025-11-04","Ajax",13.52,401
"Detergente Liquido v2","7500000000714","Limpieza","2027-11-26","Clorox",43.96,445
"Suavizante v2","7500000000715","Limpieza","2026-08-21","Ariel",53.55,141
"Cloro v2","7500000000716","Limpieza","2025-01-16","Fabuloso",43.52,88
"Limpiador Multiusos v2","7500000000717","Limpieza","2028-01-03","Pinol",55.57,65
"Limpiavidrios v2","7500000000718","Limpieza","2026-03-11","Ajax",29.37,238
"Jabon Trastes v2","7500000000719","Limpieza","2026-04-15","Clorox",34.46,200
"Esponja Fibra v2","7500000000720","Limpieza","2027-07-21","Ariel",39.82,248
"Cubeta v2","7500000000721","Limpieza","2025-08-06","Fabuloso",27.74,146
"Escoba v2","7500000000722","Limpieza","2026-02-13","Pinol",35.09,143
"Trapeador v2","7500000000723","Limpieza","2028-10-18","Ajax",11.20,235
"Bolsa Basura v2","7500000000724","Limpieza","2026-03-23","Clorox",79.71,285
"Detergente Polvo v3","7500000000725","Limpieza","2025-01-27","Ariel",68.35,235
"Detergente Liquido v3","7500000000726","Limpieza","2026-04-11","Fabuloso",46.22,478
"Suavizante v3","7500000000727","Limpieza","2028-01-18","Pinol",14.12,476
"Cloro v3","7500000000728","Limpieza","2026-01-13","Ajax",36.88,449
"Limpiador Multiusos v3","7500000000729","Limpieza","2028-10-13","Clorox",46.01,330
"Limpiavidrios v3","7500000000730","Limpieza","2025-02-04","Ariel",59.86,209
"Jabon Trastes v3","7500000000731","Limpieza","2026-02-08","Fabuloso",33.36,234
"Esponja Fibra v3","7500000000732","Limpieza","2025-10-15","Pinol",49.21,60
"Cubeta v3","7500000000733","Limpieza","2028-02-16","Ajax",24.33,56
"Escoba v3","7500000000734","Limpieza","2028-12-17","Clorox",60.11,197
"Trapeador v3","7500000000735","Limpieza","2026-11-10","Ariel",40.96,226
"Bolsa Basura v3","7500000000736","Limpieza","2025-06-25","Fabuloso",87.12,129
"Detergente Polvo v4","7500000000737","Limpieza","2026-03-23","Pinol",32.95,260
"Detergente Liquido v4","7500000000738","Limpieza","2026-03-13","Ajax",68.68,270
"Suavizante v4","7500000000739","Limpieza","2028-07-23","Clorox",54.25,277
"Cloro v4","7500000000740","Limpieza","2026-11-26","Ariel",62.38,489
"Limpiador Multiusos v4","7500000000741","Limpieza","2027-06-18","Fabuloso",33.49,115
"Limpiavidrios v4","7500000000742","Limpieza","2025-07-09","Pinol",56.58,13
"Jabon Trastes v4","7500000000743","Limpieza","2027-05-07","Ajax",33.83,190
"Esponja Fibra v4","7500000000744","Limpieza","2027-07-14","Clorox",83.92,261
"Cubeta v4","7500000000745","Limpieza","2025-07-19","Ariel",55.02,126
"Escoba v4","7500000000746","Limpieza","2027-04-18","Fabuloso",66.70,312
"Trapeador v4","7500000000747","Limpieza","2025-09-27","Pinol",57.49,315
"Bolsa Basura v4","7500000000748","Limpieza","2025-01-16","Ajax",35.34,417
"Detergente Polvo v5","7500000000749","Limpieza","2028-11-26","Clorox",10.81,124
"Detergente Liquido v5","7500000000750","Limpieza","2026-05-28","Ariel",16.63,251
"Suavizante v5","7500000000751","Limpieza","2028-09-15","Fabuloso",32.64,277
"Cloro v5","7500000000752","Limpieza","2028-03-04","Pinol",18.14,50
"Limpiador Multiusos v5","7500000000753","Limpieza","2027-11-15","Ajax",21.96,273
"Limpiavidrios v5","7500000000754","Limpieza","2026-06-06","Clorox",75.25,29
"Jabon Trastes v5","7500000000755","Limpieza","2027-11-09","Ariel",38.62,176
"Esponja Fibra v5","7500000000756","Limpieza","2027-03-12","Fabuloso",64.69,408
"Cubeta v5","7500000000757","Limpieza","2026-02-23","Pinol",84.00,394
"Escoba v5","7500000000758","Limpieza","2027-07-11","Ajax",63.65,41
"Trapeador v5","7500000000759","Limpieza","2028-09-12","Clorox",56.81,451
"Bolsa Basura v5","7500000000760","Limpieza","2028-06-28","Ariel",77.16,142
"Detergente Polvo v6","7500000000761","Limpieza","2025-09-13","Fabuloso",51.09,247
"Detergente Liquido v6","7500000000762","Limpieza","2028-06-03","Pinol",62.51,459
"Suavizante v6","7500000000763","Limpieza","2026-09-06","Ajax",47.16,221
"Cloro v6","7500000000764","Limpieza","2027-12-17","Clorox",15.89,376
"Limpiador Multiusos v6","7500000000765","Limpieza","2027-03-06","Ariel",62.06,19
"Limpiavidrios v6","7500000000766","Limpieza","2025-11-25","Fabuloso",66.23,36
"Jabon Trastes v6","7500000000767","Limpieza","2026-04-11","Pinol",63.61,45
"Esponja Fibra v6","7500000000768","Limpieza","2027-01-01","Ajax",11.80,363
"Cubeta v6","7500000000769","Limpieza","2027-07-11","Clorox",14.78,379
"Escoba v6","7500000000770","Limpieza","2025-07-23","Ariel",88.90,321
"Trapeador v6","7500000000771","Limpieza","2026-12-27","Fabuloso",37.13,206
"Bolsa Basura v6","7500000000772","Limpieza","2027-12-05","Pinol",50.99,141
"Detergente Polvo v7","7500000000773","Limpieza","2025-07-11","Ajax",50.52,160
"Detergente Liquido v7","7500000000774","Limpieza","2025-05-10","Clorox",65.02,241
"Suavizante v7","7500000000775","Limpieza","2026-07-18","Ariel",48.87,45
"Cloro v7","7500000000776","Limpieza","2025-07-02","Fabuloso",11.84,16
"Limpiador Multiusos v7","7500000000777","Limpieza","2025-12-09","Pinol",22.36,135
"Limpiavidrios v7","7500000000778","Limpieza","2028-03-07","Ajax",26.07,248
"Jabon Trastes v7","7500000000779","Limpieza","2026-06-17","Clorox",53.15,268
"Esponja Fibra v7","7500000000780","Limpieza","2025-06-11","Ariel",45.98,413
"Cubeta v7","7500000000781","Limpieza","2028-04-03","Fabuloso",53.95,446
"Escoba v7","7500000000782","Limpieza","2027-01-07","Pinol",40.08,147
"Trapeador v7","7500000000783","Limpieza","2028-09-06","Ajax",12.07,140
"Bolsa Basura v7","7500000000784","Limpieza","2028-04-02","Clorox",28.51,443
"Detergente Polvo v8","7500000000785","Limpieza","2025-04-08","Ariel",67.51,286
"Detergente Liquido v8","7500000000786","Limpieza","2028-12-24","Fabuloso",25.24,235
"Suavizante v8","7500000000787","Limpieza","2025-04-20","Pinol",78.17,355
"Cloro v8","7500000000788","Limpieza","2027-12-09","Ajax",73.75,378
"Limpiador Multiusos v8","7500000000789","Limpieza","2028-11-27","Clorox",12.23,218
"Limpiavidrios v8","7500000000790","Limpieza","2025-07-22","Ariel",88.30,363
"Jabon Trastes v8","7500000000791","Limpieza","2026-01-15","Fabuloso",11.28,273
"Esponja Fibra v8","7500000000792","Limpieza","2028-04-04","Pinol",16.70,461
"Cubeta v8","7500000000793","Limpieza","2028-10-17","Ajax",23.89,252
"Escoba v8","7500000000794","Limpieza","2025-08-08","Clorox",53.13,33
"Trapeador v8","7500000000795","Limpieza","2026-05-04","Ariel",63.29,416
"Bolsa Basura v8","7500000000796","Limpieza","2025-11-15","Fabuloso",37.16,364
"Detergente Polvo v9","7500000000797","Limpieza","2025-06-19","Pinol",45.49,335
"Detergente Liquido v9","7500000000798","Limpieza","2026-02-03","Ajax",23.00,237
"Suavizante v9","7500000000799","Limpieza","2028-05-01","Clorox",16.00,272
"Cloro v9","7500000000800","Limpieza","2028-11-26","Ariel",89.10,381
"Shampoo Normal","7500000000801","Higiene","2025-06-06","Colgate",40.04,30
"Shampoo Anticaspa","7500000000802","Higiene","2028-03-25","Dove",23.93,113
"Acondicionador","7500000000803","Higiene","2025-07-10","Pantene",118.93,223
"Jabon Barra","7500000000804","Higiene","2025-03-28","Gillette",105.92,301
"Jabon Liquido","7500000000805","Higiene","2025-03-25","Johnsons",35.26,406
"Pasta Dental","7500000000806","Higiene","2025-06-01","Colgate",49.92,331
"Cepillo Dientes","7500000000807","Higiene","2028-01-10","Dove",98.24,136
"Hilo Dental","7500000000808","Higiene","2027-07-12","Pantene",99.20,142
"Desodorante","7500000000809","Higiene","2025-06-24","Gillette",31.92,473
"Rasuradora","7500000000810","Higiene","2025-03-07","Johnsons",90.49,167
"Crema Rasurar","7500000000811","Higiene","2028-11-12","Colgate",62.51,348
"Papel Higienico","7500000000812","Higiene","2025-11-27","Dove",100.38,133
"Shampoo Normal v2","7500000000813","Higiene","2026-10-22","Pantene",24.01,315
"Shampoo Anticaspa v2","7500000000814","Higiene","2028-05-27","Gillette",63.02,24
"Acondicionador v2","7500000000815","Higiene","2025-09-10","Johnsons",24.69,289
"Jabon Barra v2","7500000000816","Higiene","2025-10-18","Colgate",115.35,235
"Jabon Liquido v2","7500000000817","Higiene","2028-07-26","Dove",114.71,172
"Pasta Dental v2","7500000000818","Higiene","2026-05-13","Pantene",94.80,308
"Cepillo Dientes v2","7500000000819","Higiene","2027-05-12","Gillette",94.88,331
"Hilo Dental v2","7500000000820","Higiene","2027-05-04","Johnsons",74.08,300
"Desodorante v2","7500000000821","Higiene","2027-11-26","Colgate",65.35,329
"Rasuradora v2","7500000000822","Higiene","2025-11-08","Dove",31.21,313
"Crema Rasurar v2","7500000000823","Higiene","2027-04-28","Pantene",106.91,479
"Papel Higienico v2","7500000000824","Higiene","2026-08-25","Gillette",68.97,211
"Shampoo Normal v3","7500000000825","Higiene","2028-10-28","Johnsons",40.62,43
"Shampoo Anticaspa v3","7500000000826","Higiene","2027-10-16","Colgate",105.21,496
"Acondicionador v3","7500000000827","Higiene","2025-02-10","Dove",70.42,462
"Jabon Barra v3","7500000000828","Higiene","2028-07-06","Pantene",101.90,263
"Jabon Liquido v3","7500000000829","Higiene","2028-09-15","Gillette",87.60,192
"Pasta Dental v3","7500000000830","Higiene","2025-05-16","Johnsons",45.55,170
"Cepillo Dientes v3","7500000000831","Higiene","2027-10-26","Colgate",42.76,440
"Hilo Dental v3","7500000000832","Higiene","2027-04-04","Dove",99.53,403
"Desodorante v3","7500000000833","Higiene","2027-06-10","Pantene",30.79,372
"Rasuradora v3","7500000000834","Higiene","2026-01-22","Gillette",93.76,241
"Crema Rasurar v3","7500000000835","Higiene","2025-04-27","Johnsons",40.86,96
"Papel Higienico v3","7500000000836","Higiene","2025-03-18","Colgate",84.09,456
"Shampoo Normal v4","7500000000837","Higiene","2028-04-25","Dove",81.34,432
"Shampoo Anticaspa v4","7500000000838","Higiene","2026-12-14","Pantene",20.15,218
"Acondicionador v4","7500000000839","Higiene","2026-12-20","Gillette",48.31,111
"Jabon Barra v4","7500000000840","Higiene","2027-08-14","Johnsons",63.28,152
"Jabon Liquido v4","7500000000841","Higiene","2025-06-08","Colgate",40.85,67
"Pasta Dental v4","7500000000842","Higiene","2027-09-14","Dove",65.69,203
"Cepillo Dientes v4","7500000000843","Higiene","2026-08-26","Pantene",58.80,209
"Hilo Dental v4","7500000000844","Higiene","2028-01-16","Gillette",40.99,14
"Desodorante v4","7500000000845","Higiene","2026-01-18","Johnsons",43.65,223
"Rasuradora v4","7500000000846","Higiene","2025-08-02","Colgate",92.70,470
"Crema Rasurar v4","7500000000847","Higiene","2027-11-24","Dove",59.96,276
"Papel Higienico v4","7500000000848","Higiene","2028-05-12","Pantene",99.36,159
"Shampoo Normal v5","7500000000849","Higiene","2026-03-19","Gillette",70.01,35
"Shampoo Anticaspa v5","7500000000850","Higiene","2028-12-13","Johnsons",89.64,328
"Acondicionador v5","7500000000851","Higiene","2025-02-24","Colgate",99.71,86
"Jabon Barra v5","7500000000852","Higiene","2027-02-22","Dove",70.44,64
"Jabon Liquido v5","7500000000853","Higiene","2028-03-03","Pantene",70.50,460
"Pasta Dental v5","7500000000854","Higiene","2025-01-24","Gillette",88.37,493
"Cepillo Dientes v5","7500000000855","Higiene","2025-04-02","Johnsons",29.40,295
"Hilo Dental v5","7500000000856","Higiene","2026-07-19","Colgate",22.01,40
"Desodorante v5","7500000000857","Higiene","2026-09-10","Dove",49.83,415
"Rasuradora v5","7500000000858","Higiene","2025-08-01","Pantene",75.50,188
"Crema Rasurar v5","7500000000859","Higiene","2026-05-10","Gillette",62.46,115
"Papel Higienico v5","7500000000860","Higiene","2027-03-05","Johnsons",84.40,400
"Shampoo Normal v6","7500000000861","Higiene","2025-11-23","Colgate",79.91,284
"Shampoo Anticaspa v6","7500000000862","Higiene","2028-07-23","Dove",62.68,266
"Acondicionador v6","7500000000863","Higiene","2028-08-18","Pantene",69.46,422
"Jabon Barra v6","7500000000864","Higiene","2027-02-03","Gillette",93.46,160
"Jabon Liquido v6","7500000000865","Higiene","2026-06-22","Johnsons",82.68,420
"Pasta Dental v6","7500000000866","Higiene","2025-10-08","Colgate",37.54,322
"Cepillo Dientes v6","7500000000867","Higiene","2027-01-06","Dove",56.03,236
"Hilo Dental v6","7500000000868","Higiene","2026-11-21","Pantene",67.52,55
"Desodorante v6","7500000000869","Higiene","2028-05-28","Gillette",75.66,76
"Rasuradora v6","7500000000870","Higiene","2027-04-13","Johnsons",19.16,63
"Crema Rasurar v6","7500000000871","Higiene","2027-08-21","Colgate",26.85,265
"Papel Higienico v6","7500000000872","Higiene","2025-07-06","Dove",30.74,362
"Shampoo Normal v7","7500000000873","Higiene","2025-01-20","Pantene",79.72,343
"Shampoo Anticaspa v7","7500000000874","Higiene","2027-01-06","Gillette",68.43,165
"Acondicionador v7","7500000000875","Higiene","2027-09-07","Johnsons",47.15,190
"Jabon Barra v7","7500000000876","Higiene","2026-10-08","Colgate",96.71,279
"Jabon Liquido v7","7500000000877","Higiene","2028-10-21","Dove",51.13,453
"Pasta Dental v7","7500000000878","Higiene","2026-11-23","Pantene",111.49,288
"Cepillo Dientes v7","7500000000879","Higiene","2025-10-24","Gillette",98.95,279
"Hilo Dental v7","7500000000880","Higiene","2025-05-01","Johnsons",87.25,355
"Desodorante v7","7500000000881","Higiene","2026-07-10","Colgate",75.01,343
"Rasuradora v7","7500000000882","Higiene","2028-06-27","Dove",92.98,374
"Crema Rasurar v7","7500000000883","Higiene","2026-05-14","Pantene",102.05,455
"Papel Higienico v7","7500000000884","Higiene","2027-04-20","Gillette",78.99,167
"Shampoo Normal v8","7500000000885","Higiene","2026-04-13","Johnsons",90.44,30
"Shampoo Anticaspa v8","7500000000886","Higiene","2026-03-02","Colgate",88.32,485
"Acondicionador v8","7500000000887","Higiene","2028-08-26","Dove",85.03,26
"Jabon Barra v8","7500000000888","Higiene","2026-05-10","Pantene",86.54,314
"Jabon Liquido v8","7500000000889","Higiene","2028-03-25","Gillette",117.86,201
"Pasta Dental v8","7500000000890","Higiene","2026-12-10","Johnsons",86.75,361
"Cepillo Dientes v8","7500000000891","Higiene","2026-01-24","Colgate",58.40,242
"Hilo Dental v8","7500000000892","Higiene","2028-06-04","Dove",111.29,439
"Desodorante v8","7500000000893","Higiene","2028-08-09","Pantene",89.54,449
"Rasuradora v8","7500000000894","Higiene","2028-04-22","Gillette",39.36,131
"Crema Rasurar v8","7500000000895","Higiene","2027-04-13","Johnsons",78.66,47
"Papel Higienico v8","7500000000896","Higiene","2027-07-10","Colgate",52.46,40
"Shampoo Normal v9","7500000000897","Higiene","2025-07-17","Dove",45.01,51
"Shampoo Anticaspa v9","7500000000898","Higiene","2028-11-16","Pantene",42.22,389
"Acondicionador v9","7500000000899","Higiene","2025-08-24","Gillette",49.03,498
"Jabon Barra v9","7500000000900","Higiene","2027-04-26","Johnsons",102.40,325
"Pizza Jamon","7500000000901","Congelados","2025-04-17","Del Fuerte",53.04,48
"Pizza Pepperoni","7500000000902","Congelados","2027-09-27","Birds Eye",102.92,237
"Nuggets Pollo","7500000000903","Congelados","2025-11-01","Iglo",119.76,240
"Hamburguesa Res","7500000000904","Congelados","2028-04-16","Findus",31.49,33
"Bastones Papa","7500000000905","Congelados","2027-06-02","McCain",54.92,346
"Aros Cebolla","7500000000906","Congelados","2027-09-23","Del Fuerte",39.70,259
"Lasagna Carne","7500000000907","Congelados","2027-04-28","Birds Eye",122.87,361
"Lasagna Pollo","7500000000908","Congelados","2025-01-02","Iglo",122.80,68
"Burrito Frijol","7500000000909","Congelados","2026-07-18","Findus",141.36,156
"Enchilada Verde","7500000000910","Congelados","2026-12-25","McCain",42.11,405
"Tamales Rajas","7500000000911","Congelados","2028-02-26","Del Fuerte",128.72,384
"Helado Vainilla","7500000000912","Congelados","2028-01-04","Birds Eye",69.72,40
"Pizza Jamon v2","7500000000913","Congelados","2025-10-05","Iglo",135.93,393
"Pizza Pepperoni v2","7500000000914","Congelados","2028-11-21","Findus",110.83,76
"Nuggets Pollo v2","7500000000915","Congelados","2025-07-12","McCain",128.73,359
"Hamburguesa Res v2","7500000000916","Congelados","2028-06-05","Del Fuerte",104.48,219
"Bastones Papa v2","7500000000917","Congelados","2025-05-25","Birds Eye",51.89,179
"Aros Cebolla v2","7500000000918","Congelados","2028-06-22","Iglo",119.40,453
"Lasagna Carne v2","7500000000919","Congelados","2026-10-26","Findus",52.70,110
"Lasagna Pollo v2","7500000000920","Congelados","2027-11-26","McCain",112.28,188
"Burrito Frijol v2","7500000000921","Congelados","2025-03-20","Del Fuerte",46.41,355
"Enchilada Verde v2","7500000000922","Congelados","2025-03-02","Birds Eye",136.19,107
"Tamales Rajas v2","7500000000923","Congelados","2025-04-05","Iglo",61.62,236
"Helado Vainilla v2","7500000000924","Congelados","2028-12-23","Findus",40.29,339
"Pizza Jamon v3","7500000000925","Congelados","2028-07-03","McCain",91.03,200
"Pizza Pepperoni v3","7500000000926","Congelados","2027-02-26","Del Fuerte",111.26,461
"Nuggets Pollo v3","7500000000927","Congelados","2027-08-13","Birds Eye",94.04,455
"Hamburguesa Res v3","7500000000928","Congelados","2025-04-22","Iglo",114.67,10
"Bastones Papa v3","7500000000929","Congelados","2027-11-25","Findus",83.90,488
"Aros Cebolla v3","7500000000930","Congelados","2028-02-02","McCain",83.78,157
"Lasagna Carne v3","7500000000931","Congelados","2028-07-08","Del Fuerte",70.08,482
"Lasagna Pollo v3","7500000000932","Congelados","2026-03-02","Birds Eye",69.38,132
"Burrito Frijol v3","7500000000933","Congelados","2028-01-02","Iglo",106.91,295
"Enchilada Verde v3","7500000000934","Congelados","2027-07-25","Findus",139.28,106
"Tamales Rajas v3","7500000000935","Congelados","2025-11-11","McCain",35.25,48
"Helado Vainilla v3","7500000000936","Congelados","2026-12-10","Del Fuerte",39.22,137
"Pizza Jamon v4","7500000000937","Congelados","2025-10-06","Birds Eye",71.15,388
"Pizza Pepperoni v4","7500000000938","Congelados","2026-08-09","Iglo",137.53,210
"Nuggets Pollo v4","7500000000939","Congelados","2026-02-27","Findus",125.05,335
"Hamburguesa Res v4","7500000000940","Congelados","2027-08-28","McCain",120.96,349
"Bastones Papa v4","7500000000941","Congelados","2028-07-11","Del Fuerte",100.60,96
"Aros Cebolla v4","7500000000942","Congelados","2026-10-24","Birds Eye",88.69,355
"Lasagna Carne v4","7500000000943","Congelados","2025-06-26","Iglo",104.13,372
"Lasagna Pollo v4","7500000000944","Congelados","2027-09-24","Findus",102.74,123
"Burrito Frijol v4","7500000000945","Congelados","2027-06-02","McCain",43.64,488
"Enchilada Verde v4","7500000000946","Congelados","2025-10-06","Del Fuerte",52.24,289
"Tamales Rajas v4","7500000000947","Congelados","2027-03-01","Birds Eye",106.61,486
"Helado Vainilla v4","7500000000948","Congelados","2028-05-27","Iglo",98.94,449
"Pizza Jamon v5","7500000000949","Congelados","2027-03-28","Findus",134.01,366
"Pizza Pepperoni v5","7500000000950","Congelados","2028-11-03","McCain",70.47,256
"Nuggets Pollo v5","7500000000951","Congelados","2026-07-10","Del Fuerte",136.95,467
"Hamburguesa Res v5","7500000000952","Congelados","2026-12-09","Birds Eye",32.84,23
"Bastones Papa v5","7500000000953","Congelados","2025-06-23","Iglo",144.86,153
"Aros Cebolla v5","7500000000954","Congelados","2025-01-22","Findus",92.36,50
"Lasagna Carne v5","7500000000955","Congelados","2028-12-15","McCain",122.37,99
"Lasagna Pollo v5","7500000000956","Congelados","2028-08-10","Del Fuerte",59.78,347
"Burrito Frijol v5","7500000000957","Congelados","2028-09-05","Birds Eye",56.43,19
"Enchilada Verde v5","7500000000958","Congelados","2025-08-15","Iglo",48.62,201
"Tamales Rajas v5","7500000000959","Congelados","2026-01-02","Findus",105.05,49
"Helado Vainilla v5","7500000000960","Congelados","2026-05-17","McCain",43.62,475
"Pizza Jamon v6","7500000000961","Congelados","2028-12-25","Del Fuerte",117.39,284
"Pizza Pepperoni v6","7500000000962","Congelados","2027-11-07","Birds Eye",123.35,218
"Nuggets Pollo v6","7500000000963","Congelados","2027-09-03","Iglo",89.29,235
"Hamburguesa Res v6","7500000000964","Congelados","2027-01-02","Findus",102.26,150
"Bastones Papa v6","7500000000965","Congelados","2027-04-26","McCain",73.87,483
"Aros Cebolla v6","7500000000966","Congelados","2025-12-11","Del Fuerte",132.41,332
"Lasagna Carne v6","7500000000967","Congelados","2025-07-23","Birds Eye",66.70,205
"Lasagna Pollo v6","7500000000968","Congelados","2027-10-10","Iglo",120.92,384
"Burrito Frijol v6","7500000000969","Congelados","2026-11-13","Findus",87.12,275
"Enchilada Verde v6","7500000000970","Congelados","2026-07-25","McCain",97.41,116
"Tamales Rajas v6","7500000000971","Congelados","2025-06-26","Del Fuerte",94.74,198
"Helado Vainilla v6","7500000000972","Congelados","2026-01-24","Birds Eye",48.70,17
"Pizza Jamon v7","7500000000973","Congelados","2028-08-17","Iglo",82.46,435
"Pizza Pepperoni v7","7500000000974","Congelados","2025-02-16","Findus",57.21,485
"Nuggets Pollo v7","7500000000975","Congelados","2026-01-08","McCain",111.32,106
"Hamburguesa Res v7","7500000000976","Congelados","2026-09-20","Del Fuerte",54.97,16
"Bastones Papa v7","7500000000977","Congelados","2026-05-08","Birds Eye",88.05,94
"Aros Cebolla v7","7500000000978","Congelados","2027-06-04","Iglo",40.91,477
"Lasagna Carne v7","7500000000979","Congelados","2028-11-08","Findus",137.02,38
"Lasagna Pollo v7","7500000000980","Congelados","2026-11-24","McCain",80.46,89
"Burrito Frijol v7","7500000000981","Congelados","2026-01-28","Del Fuerte",42.11,147
"Enchilada Verde v7","7500000000982","Congelados","2028-04-16","Birds Eye",109.70,197
"Tamales Rajas v7","7500000000983","Congelados","2026-09-01","Iglo",83.76,253
"Helado Vainilla v7","7500000000984","Congelados","2027-12-04","Findus",136.61,427
"Pizza Jamon v8","7500000000985","Congelados","2026-04-03","McCain",36.04,251
"Pizza Pepperoni v8","7500000000986","Congelados","2027-01-04","Del Fuerte",83.66,418
"Nuggets Pollo v8","7500000000987","Congelados","2026-12-04","Birds Eye",137.55,485
"Hamburguesa Res v8","7500000000988","Congelados","2028-08-17","Iglo",68.21,13
"Bastones Papa v8","7500000000989","Congelados","2026-07-22","Findus",54.08,324
"Aros Cebolla v8","7500000000990","Congelados","2025-10-09","McCain",69.33,246
"Lasagna Carne v8","7500000000991","Congelados","2025-07-09","Del Fuerte",131.54,84
"Lasagna Pollo v8","7500000000992","Congelados","2028-10-20","Birds Eye",145.50,195
"Burrito Frijol v8","7500000000993","Congelados","2028-06-16","Iglo",38.19,444
"Enchilada Verde v8","7500000000994","Congelados","2028-04-19","Findus",67.10,290
"Tamales Rajas v8","7500000000995","Congelados","2026-03-21","McCain",36.18,378
"Helado Vainilla v8","7500000000996","Congelados","2028-01-08","Del Fuerte",125.46,91
"Pizza Jamon v9","7500000000997","Congelados","2026-05-12","Birds Eye",80.63,433
"Pizza Pepperoni v9","7500000000998","Congelados","2027-03-12","Iglo",76.55,418
"Nuggets Pollo v9","7500000000999","Congelados","2026-11-17","Findus",67.32,243
"Hamburguesa Res v9","7500000001000","Congelados","2028-02-05","McCain",138.67,368
